issue number,issue title,created at,closed at,state,number of comments
3573,render throws confusing exception when :partial is nil,2011-11-08 21:08:11,2011-11-19 15:38:29,closed,0
3577,config.assets.compile and config.action_controller.asset_host in production,2011-11-09 04:50:07,2012-02-28 15:56:48,closed,8
3580,Framework routes to wrong controller methods,2011-11-09 06:52:59,2011-12-16 19:27:24,closed,5
3582,ActiveRecord slow when using select(field),2011-11-09 08:19:09,2012-04-29 20:32:47,closed,10
3583,Rack::ConditionalGet enabled in development mode / does not respect perform_caching,2011-11-09 14:59:13,2012-09-14 14:32:08,closed,10
3584,Rails 3.1 PostgreSQL seeding schema,2011-11-09 15:24:41,2011-11-14 09:06:50,closed,3
3585,setting active_model attribute using hash method not working,2011-11-09 16:46:01,2011-11-28 19:08:30,closed,2
3586,table name and colums name uppercased are not recongnized,2011-11-09 17:02:00,2012-05-05 20:03:19,closed,3
3587,require statement not OS-independent,2011-11-09 18:31:36,2011-11-09 18:44:00,closed,2
3588,image_tag needs full i18t key path to read localization “Lazy” Lookup not working,2011-11-09 19:21:11,2012-05-25 13:34:13,closed,4
3594,"RecordInvalid error thrown when adding an invalid association with ""object_ids = [ids]"" ",2011-11-10 10:05:40,2011-11-28 18:03:48,closed,1
3595,[ActiveRecord] Add a condition on the join table make multiple SHOW TABLES calls,2011-11-10 11:15:47,2011-11-13 17:17:23,closed,6
3596,Certain file name does not compile,2011-11-10 13:45:43,2012-04-27 19:34:23,closed,5
3599,ActiveModel Dirty empty changes,2011-11-10 15:10:47,2011-12-02 09:04:56,closed,3
3601,Yield in ERB or HAML partial loops and eats all memory in production,2011-11-10 20:51:08,2012-09-15 08:15:33,closed,5
3602,add_index allows too long of a index name for mysql,2011-11-10 20:58:03,2012-04-29 01:59:15,closed,6
3604,Requests for packaged assets sweep the flash in development,2011-11-11 02:18:49,2011-11-11 06:20:44,closed,1
3612,Move Rails::Initializable into ActiveSupport,2011-11-11 17:03:39,2012-04-29 23:02:24,closed,8
3614,Rails 3.1.1: STI type column reader is not defined on ruby 1.8.7-p352 until you access the column directly,2011-11-11 23:36:51,2011-12-14 17:00:43,closed,4
3616,need help installing rails Mac OS 10.6.8,2011-11-12 05:07:19,2011-11-13 17:34:28,closed,5
3620,Multi-threaded/process assets precompile?,2011-11-12 21:30:23,2012-04-27 17:59:44,closed,5
3621,"Using an association 'a belongs_to b', a.b_id does not always equal a.b.id",2011-11-12 23:03:20,2011-11-13 11:20:45,closed,2
3624,Create non-existing schema's as listed in database.yml on db:create,2011-11-14 07:50:48,2014-05-05 01:40:44,closed,8
3635,Using ActiveRecord in a stand alone script can't update the value,2011-11-15 07:13:14,2013-03-09 17:56:50,closed,7
3638,YYYY-MM-DD style dates generate different results with different JSON backends,2011-11-15 10:49:54,2012-11-17 12:21:43,closed,5
3639,has_and_belongs_to_many autosaves duplicate records,2011-11-15 20:26:31,2011-11-28 18:21:08,closed,4
3642,Guides: Action Mailer Basics has depricated calls,2011-11-16 03:21:35,2011-11-18 18:38:46,closed,1
3643,Rails 3.1.1 - Asset Pipeline - asset.prefix not working with resource :assets,2011-11-16 11:26:56,2012-01-14 19:54:51,closed,12
3644,dump format error for symbol(0x6) - related to ruby issue #5564,2011-11-16 12:29:00,2011-11-16 21:40:43,closed,1
3645,ActionController::DeprecatedBehavior.relative_url_root= missing parameter,2011-11-16 14:33:11,2011-11-28 15:30:51,closed,2
3647,"Rails 3.1.1 - AR - .select(""COUNT(...)"") returns a string with PostgreSQL instead of Integer",2011-11-16 15:13:32,2011-11-16 16:32:33,closed,2
3648,"Rails 3.1.2.rc2, issue with activerecord attributes names defined in config/locales/*.yml",2011-11-16 21:38:49,2012-05-12 20:18:29,closed,3
3650,require 'test_help' fails for Rails 2.3.x on Ruby 1.9.3,2011-11-16 23:47:30,2012-06-20 14:41:15,closed,15
3651,Scaffold generates invalid html when date (or datetime) field present.,2011-11-17 00:27:07,2012-04-29 04:01:40,closed,6
3652,Rails should include therubyracer in gemfile by default,2011-11-17 01:43:44,2011-11-17 02:06:59,closed,2
3653,allow templates do not to work whene only orm_class method is used,2011-11-17 02:44:39,2011-11-26 18:28:41,closed,0
3662,"Titlecase replaces ""::"" with ""/""",2011-11-17 14:41:35,2013-04-17 22:27:24,closed,19
3667,"""require_tree argument must be a directory"" triggered on empty folder ",2011-11-17 18:08:41,2011-11-17 18:22:26,closed,2
3670,ruby-debug19 not compatible with 1.9.3?,2011-11-17 22:05:03,2011-11-17 22:07:20,closed,3
3671,Retrieving i18n label text without the label tag wrapper ,2011-11-17 22:47:25,2012-08-21 04:37:03,closed,6
3672,:dependent => :delete_all malfunctioning in 3.1,2011-11-17 23:36:49,2011-12-14 19:25:46,closed,6
3673,Marshaling DateTime attributes from before 1900 doesn't work.,2011-11-18 03:10:56,2012-01-24 06:20:11,closed,6
3675,assert_template against the same partial with different locals,2011-11-18 11:29:37,2012-10-11 12:40:56,closed,6
3676,v3.1.2 tag missing,2011-11-18 12:18:53,2011-11-18 12:27:00,closed,5
3677,asset_path raising exception when asset_host is a Proc,2011-11-18 14:15:54,2012-09-15 15:24:48,closed,10
3678,ActiveRecord 3.1.2 takes 10 times slower than 3.1.1,2011-11-18 14:28:02,2011-11-19 13:37:41,closed,44
3679,Sprockets::FileNotFound with 3.1.2,2011-11-18 15:03:41,2011-11-19 13:28:00,closed,6
3684,rails plugin new CamelCasedName bug,2011-11-18 19:58:23,2011-11-19 19:19:39,closed,2
3685,Pluralization in views is now broken with 3.0.11 release,2011-11-18 21:50:12,2011-11-19 13:31:37,closed,0
3686,3.1.2 Asset pipeline not recognizing file changes in @import 'ed files,2011-11-18 22:39:26,2011-11-20 22:26:10,closed,20
3690,set_table_name is not working in Rails 3.1.2,2011-11-19 07:56:43,2011-11-19 12:40:10,closed,0
3691,script/rails shebang hardcoded to Rubinius,2011-11-19 08:27:39,2011-12-11 04:35:55,closed,2
3692,"3.1.1 got ""wrong argument type SQLite3::Database (expected nil)"" when rake db:create",2011-11-19 10:01:53,2012-01-25 12:55:28,closed,4
3693,RoutingAssertions fail on master on Ruby 1.8.7,2011-11-19 12:09:10,2011-11-20 04:38:49,closed,1
3694,3.1.1 assets:precompile running out of memory,2011-11-19 12:44:52,2012-01-14 19:02:28,closed,11
3697,Removing newlines from logging statement in Rails::Rack::Logger,2011-11-19 17:21:56,2012-05-05 20:00:27,closed,3
3702,Scaffolding failing,2011-11-20 16:34:41,2011-11-21 13:40:10,closed,3
3703,rake assets:precompile doesn't compile *.sass files,2011-11-20 16:59:15,2011-12-11 04:38:52,closed,4
3704,"Railties generating sass-rails dependency as ~> 3.1.5.rc.2, should be ~> 3.1.5",2011-11-20 18:46:27,2011-11-20 22:28:26,closed,0
3709,image_url etc do not appear to respect asset_hosts,2011-11-21 10:37:46,2012-01-23 13:03:39,closed,5
3711,activesupport-3.0.1 does not load in ruby 1.9.3,2011-11-21 11:33:00,2011-12-28 13:32:23,closed,8
3715,javascript_include_tag does not add '.js' extension to sources that contain a '.',2011-11-22 03:20:41,2011-11-22 17:45:18,closed,0
3719,PostgresqlAdapter#schema_search_path= does not handle all possible schema names,2011-11-22 15:36:13,2011-11-23 19:57:15,closed,1
3720,@new_record round trip with associations problem,2011-11-22 16:09:49,2012-04-30 00:47:10,closed,3
3721,has_many through deletes records in intermediate table despite stopping via before_destroy,2011-11-22 17:17:12,2012-09-14 04:47:26,closed,2
3722,'Join Model' Observer callbacks are not called when using collections methods to create/remove relationships.,2011-11-22 17:27:53,2012-11-29 02:13:13,closed,3
3727,Emoji range encoded in JSON mangled,2011-11-22 23:38:45,2012-12-14 23:55:05,closed,36
3728,Erroneous statement in ActionDispatch::ParamsParser,2011-11-23 00:21:35,2011-11-23 17:55:39,closed,6
3729,uninitialized constant ActionController::Caching::Sweeper,2011-11-23 04:44:23,2012-09-05 22:54:29,closed,6
3730,config.action_controller.asset_host is not enough,2011-11-23 07:25:20,2012-04-30 00:33:40,closed,3
3736,Super Weird Class loading issue with Rails 3.0.11,2011-11-23 15:54:27,2011-11-23 19:26:05,closed,3
3737,AS::Cache.expand_cache_key generates wrong key in certain situations,2011-11-23 16:49:56,2011-11-23 23:22:38,closed,2
3740,ActiveRecord New Record - Single Quote ,2011-11-24 02:43:48,2011-11-24 02:50:57,closed,1
3742,"manifest gets included, duplicated javascript code",2011-11-24 12:02:48,2011-11-25 09:05:30,closed,7
3743,ERROR:  While generating documentation for activesupport-3.1.3,2011-11-24 12:21:44,2012-01-22 03:11:19,closed,26
3749,nested_attributes_for does not work with STI,2011-11-25 02:32:42,2011-11-25 16:10:34,closed,3
3755,Tableize should behave like table_name for namespaced model,2011-11-25 16:36:57,2011-11-26 10:25:08,closed,2
3757,join all selected for two tables change parent table id,2011-11-26 11:06:11,2012-09-15 08:39:15,closed,3
3759,Asset helper tags ignoring config.asset_host,2011-11-26 12:35:38,2011-11-29 19:06:09,closed,7
3766,url helper with relative_url_root,2011-11-26 21:09:35,2011-12-22 21:15:40,closed,7
3774,Namespaced migration files,2011-11-27 17:04:35,2011-12-09 17:54:36,closed,7
3778,Rails.cache.fetch behaving inconsistently,2011-11-28 00:36:12,2012-09-11 18:15:14,closed,15
3787,"Active Record Helper form(record_name, options={}) fails (but simple fix)",2011-11-28 18:21:16,2011-11-29 09:45:23,closed,1
3796,ActionView::Template::Error (failed to allocate memory),2011-11-29 08:57:53,2011-11-30 21:11:42,closed,5
3798,has_many :through join model created twice in after_create in Rails 3.1.3,2011-11-29 13:47:01,2014-06-19 20:22:22,closed,6
3799,resources path_names not working on `create`,2011-11-29 15:10:57,2011-11-30 04:56:05,closed,2
3800,Using :constraints => { :domain => XX } crashes app when accessed by IP,2011-11-29 16:18:02,2011-11-29 17:40:23,closed,3
3803,inconsistent set_table_name,2011-11-30 01:13:50,2012-06-15 00:58:46,closed,2
3804,Railtie/Plugin initialization problem - causes helper :all to malfunction,2011-11-30 10:11:45,2011-12-20 00:18:38,closed,3
3808,"""database is not configured"" rake task",2011-11-30 14:46:03,2012-04-18 03:21:42,closed,7
3813,Horrible performance with ActiveRecord 3.1,2011-11-30 17:10:14,2011-11-30 17:42:56,closed,1
3817,can't add a new key into hash during iteration,2011-11-30 19:15:17,2012-04-30 00:30:20,closed,8
3818,Has Many through doesn't work with alternate keys ,2011-11-30 21:00:16,2012-04-30 16:32:19,closed,3
3819,"delete_all on relations does not delete records, just nullifies them",2011-11-30 21:03:46,2011-12-04 12:39:27,closed,5
3822,Rendering collection to partial shorthand doesn't use inheritance,2011-12-01 03:19:49,2011-12-09 23:42:20,closed,3
3824,Encoding problem in actionmailer subject,2011-12-01 10:48:42,2011-12-10 00:33:24,closed,6
3828,compress with less twitter bootstrap problem,2011-12-02 06:21:13,2012-04-16 15:00:54,closed,3
3829,default id failed with user define combined primary key,2011-12-02 06:30:39,2013-01-27 16:02:36,closed,6
3830,AR callbacks not firing without register them,2011-12-02 12:32:11,2011-12-10 00:47:54,closed,1
3836,Has_many :through _ids not passing conditions to SQL (reopen #1005),2011-12-02 21:46:55,2012-04-29 18:33:41,closed,2
3837,to_xml fails on master,2011-12-03 01:55:09,2011-12-03 16:49:44,closed,5
3838,ActionController::RoutingError apparently triggered from asset pipeline images,2011-12-03 03:23:58,2012-05-05 19:54:27,closed,6
3839,Precompiled assets cause ruby to crash on development mode,2011-12-03 03:30:57,2012-04-03 18:45:23,closed,6
3841,cannot distinguish two models In different namespace  ,2011-12-03 08:49:59,2011-12-15 17:48:37,closed,4
3847,has_many: undefined method `association_class' for nil:NilClass,2011-12-04 03:42:18,2012-11-19 22:13:15,closed,27
3849,assert_template with string gives false positives,2011-12-04 11:00:47,2012-09-30 03:19:38,closed,7
3856,Problem with network path references (//host.com/uri/scheme),2011-12-05 09:32:10,2011-12-05 11:07:42,closed,1
3862,ActionDispatch::Request.new() bug,2011-12-05 16:17:31,2011-12-09 07:22:59,closed,2
3864,Namespaced routes bug - in view for Backend::Stats::HitsController i can`t link to ArticlesController,2011-12-05 16:27:53,2012-02-06 16:01:15,closed,3
3865,date typecast before saving,2011-12-05 19:07:03,2011-12-23 04:08:46,closed,5
3869,Rails 3.1 versus SourceAnnotationExtractor ,2011-12-05 22:51:15,2012-04-29 20:38:58,closed,4
3874,The route helper of engine output  wrongly,2011-12-06 09:23:43,2011-12-16 03:12:04,closed,1
3881,Get association on ActiveRecord::DeleteRestrictionError exception,2011-12-06 20:13:02,2012-02-20 00:22:35,closed,2
3882,Polymorphic association _sometimes_ not working ,2011-12-07 00:55:46,2013-10-14 19:26:11,closed,15
3883,ActionMailer 2.3.14 is not Ruby 1.9.2 compatible...,2011-12-07 01:11:55,2011-12-08 17:52:28,closed,1
3886,add thead and tbody tags to table inside index.html.erb when scaffolding,2011-12-07 08:00:30,2012-04-29 20:04:45,closed,3
3890,Extension for a complex has_many :through,2011-12-07 14:01:50,2011-12-08 20:15:25,closed,4
3891,"Update counter cache when doing collection<<(object, …)",2011-12-07 14:20:19,2013-04-22 12:21:28,closed,12
3902,test_rename_table_with_prefix_and_suffix got a error every other execution,2011-12-08 07:51:48,2011-12-26 00:03:56,closed,1
3903,has_many :through's automatic support for counter_caches is broken,2011-12-08 08:16:08,2014-06-26 13:27:13,closed,59
3904,Rails 3.1.0-wrong number of arguments (2 for 1),2011-12-08 09:12:43,2012-03-05 09:36:29,closed,9
3905,Disable client side validate when clicking a button marked with formnovalidate,2011-12-08 12:13:53,2012-04-04 15:28:56,closed,1
3911,Changelog is wrong about dynamic scope errors,2011-12-08 22:38:07,2012-05-01 13:58:36,closed,3
3912,Enable has_many to accept arguments for dynamic conditions when eager loading,2011-12-09 00:03:37,2012-04-29 19:57:12,closed,12
3913,where(true) on pg produces (1) when combined with other conditions,2011-12-09 08:44:52,2012-01-09 17:37:05,closed,2
3914,Lack of documentation about render :partial on api.rubyonrails.org,2011-12-09 10:23:38,2011-12-09 13:45:32,closed,5
3915,Asset Pipeline Option to Compile on Boot,2011-12-09 15:33:13,2012-04-27 19:29:13,closed,8
3916,#asset_path Should Account for paths with querystrings or fragments.,2011-12-09 15:35:13,2012-04-27 19:49:51,closed,1
3917,ActiveResource attributes removed if they're in prefix_options,2011-12-09 17:04:01,2012-05-01 17:30:36,closed,2
3918,Eager loading and multiple databases,2011-12-09 17:24:01,2011-12-09 19:52:07,closed,3
3919,Asset Pipeline and Sass - Incorrect documentation or bug,2011-12-09 17:24:16,2011-12-10 23:18:50,closed,3
3920,Documentation problem for :finder_sql in ActiveRecord::Associations::ClassMethods,2011-12-09 18:00:17,2011-12-15 17:47:22,closed,3
3921,Added method ActiveRecord::Base#load kinda screwed the pooch,2011-12-09 18:35:56,2011-12-18 18:02:30,closed,0
3922,Three relationships to common class,2011-12-09 20:21:38,2011-12-09 22:54:42,closed,2
3923,scope with lambda duplicates where and order values,2011-12-09 22:07:09,2011-12-18 17:35:36,closed,5
3927,warning: regexp match /.../n against to UTF-8 string,2011-12-10 12:32:30,2012-05-24 17:19:51,closed,33
3931,db/schema.rb turns mediumtext columns into longtext,2011-12-10 22:15:38,2012-02-28 15:26:41,closed,4
3934,[rails 3.1.3]: add_column migration doesn't support :index - used add_index instead (SQLite3),2011-12-11 07:59:01,2011-12-11 08:02:55,closed,0
3935,'form_for' seems lost 'scope' message.,2011-12-11 08:31:49,2013-08-04 13:24:32,closed,8
3944,Missing require for ActiveSupport::Concern and ActionView::Helpers::CaptureHelper on ActionView::Helpers::UrlHelper,2011-12-12 11:59:39,2011-12-12 17:08:27,closed,4
3945,Really weird issues happening randomly,2011-12-12 15:04:56,2012-05-17 12:07:26,closed,12
3947,Hash.from_xml is inconsistient when the xml is genereated with :skip_types => true,2011-12-12 16:06:20,2012-04-29 04:37:41,closed,2
3951,using :finder_sql on a has_many breaks exists? functionality,2011-12-12 17:55:21,2013-01-11 12:16:38,closed,7
3953,config.action_controller.relative_url_root won't (should) work with assets,2011-12-12 19:30:00,2011-12-12 19:50:30,closed,2
3955,CookieStore should be encrypted,2011-12-12 23:11:56,2011-12-13 00:14:20,closed,32
3956,Preserving SELECT columns on the COUNT for finder_sql causes an error in MySQL ,2011-12-12 23:33:10,2012-09-17 02:28:12,closed,3
3957,Template encoding is not obeyed,2011-12-13 02:56:35,2011-12-13 03:45:51,closed,11
3959,Backport MessageVerifier custom :serializer to 3-1-stable,2011-12-13 07:25:25,2011-12-19 17:24:24,closed,1
3961,nested_attributes _destroy does not work with validates length => { :minimum => 1 },2011-12-13 08:03:16,2014-08-19 21:08:47,closed,8
3962,render '/module/controller/action',2011-12-13 08:17:33,2011-12-14 02:28:48,closed,1
3964,Assets failing to load with SSL,2011-12-13 09:53:17,2011-12-13 16:24:38,closed,1
3965,config.time_zone and datetime update,2011-12-13 10:38:20,2012-05-15 04:18:15,closed,14
